order_id,customer_id,order_date,amount,status
3585,789,2024-06-29,158.7,Delivered
3586,422,2025-07-13,109.94,Delivered
3587,863,2025-07-02,51.79,Delivered
3588,719,2024-10-27,117.58,Delivered
3589,397,2024-12-29,89.17,Delivered
3590,742,2025-03-27,87.23,Delivered
3591,207,2025-04-02,27.24,Delivered
3592,929,2025-03-21,85.74,Delivered
3593,312,2024-08-24,5.0,Delivered
3594,134,2024-10-23,77.85,Delivered
3595,376,2023-09-15,14.9,Returned
3596,693,2025-05-02,111.42,Delivered
3597,938,2024-01-08,45.31,Delivered
3598,251,2025-05-18,41.88,Delivered
3599,45,2025-03-25,112.21,Delivered
3600,936,2024-07-04,37.29,Delivered
3601,855,2025-05-17,142.18,Cancelled
3602,761,2025-03-28,71.28,Delivered
3603,327,2024-01-30,90.99,Delivered
3604,704,2025-02-11,107.02,Delivered
3605,404,2024-12-31,35.06,Delivered
3606,36,2025-05-29,37.72,Delivered
3607,208,2025-06-26,36.97,Delivered
3608,375,2023-12-28,39.8,Delivered
3609,323,2024-05-20,8.17,Delivered
3610,154,2024-08-20,5.52,Delivered
3611,2,2025-05-18,71.79,Delivered
3612,56,2024-07-17,44.19,Delivered
3613,518,2024-10-23,22.21,Delivered
3614,390,2022-10-31,125.1,Delivered
3615,892,2024-05-15,5.0,Delivered
3616,645,2025-04-16,97.36,Delivered
3617,200,2025-07-05,157.87,Delivered
3618,528,2024-07-29,59.67,Delivered
3619,1000,2025-05-30,5.0,Returned
3620,331,2024-01-26,21.94,Cancelled
3621,602,2023-08-19,65.14,Delivered
3622,263,2024-10-19,48.72,Delivered
3623,67,2025-04-12,25.76,Delivered
3624,649,2024-07-25,15.7,Delivered
3625,223,2025-03-24,36.5,Delivered
3626,160,2025-04-22,130.47,Cancelled
3627,185,2023-10-17,24.75,Cancelled
3628,57,2024-03-04,75.5,Returned
3629,428,2025-06-04,62.47,Delivered
3630,686,2024-07-13,100.58,Returned
3631,112,2025-07-02,98.03,Delivered
3632,924,2023-10-27,35.39,Delivered
3633,642,2024-07-27,20.04,Delivered
3634,437,2025-05-15,91.78,Delivered
3635,467,2025-01-24,124.09,Cancelled
3636,457,2025-03-05,52.56,Delivered
3637,118,2025-04-12,101.53,Delivered
3638,432,2025-07-07,128.5,Delivered
3639,972,2023-10-01,59.05,Delivered
3640,885,2025-01-29,160.43,Delivered
3641,110,2024-11-02,127.9,Delivered
3642,735,2023-01-26,68.75,Delivered
3643,809,2024-03-07,29.76,Delivered
3644,267,2025-04-20,18.11,Delivered
3645,245,2023-11-11,196.72,Delivered
3646,791,2025-07-02,96.05,Delivered
3647,231,2025-01-02,96.61,Delivered
3648,139,2024-06-03,71.17,Delivered
3649,794,2025-04-19,27.1,Delivered
3650,720,2023-09-05,69.16,Delivered
3651,101,2023-09-03,115.89,Delivered
3652,943,2025-03-15,29.7,Delivered
3653,483,2025-06-04,71.45,Delivered
3654,434,2024-09-18,75.23,Delivered
3655,624,2024-04-03,61.27,Delivered
3656,245,2024-02-02,81.56,Delivered
3657,133,2025-04-18,84.5,Delivered
3658,678,2025-07-13,110.39,Delivered
3659,901,2022-09-24,12.35,Delivered
3660,721,2025-01-08,14.66,Delivered
3661,156,2024-12-22,131.17,Delivered
3662,439,2023-01-19,56.08,Delivered
3663,108,2025-06-23,104.85,Delivered
3664,162,2024-12-19,52.4,Delivered
3665,493,2025-06-19,73.99,Delivered
3666,883,2024-07-11,92.46,Delivered
3667,184,2025-06-06,65.96,Delivered
3668,593,2025-07-05,123.81,Delivered
3669,852,2025-06-07,95.0,Delivered
3670,834,2025-07-04,63.83,Delivered
3671,651,2025-01-04,35.98,Delivered
3672,41,2024-10-07,120.81,Delivered
3673,182,2025-06-07,57.63,Delivered
3674,641,2025-06-14,59.1,Delivered
3675,283,2025-01-23,115.52,Delivered
3676,507,2025-06-27,98.88,Delivered
3677,322,2025-05-24,25.24,Cancelled
3678,84,2025-06-22,113.36,Delivered
3679,609,2025-07-08,86.75,Delivered
3680,309,2024-11-03,135.44,Delivered
3681,800,2024-11-29,165.72,Delivered
3682,825,2025-04-24,30.4,Delivered
3683,889,2025-03-22,71.0,Delivered
3684,731,2025-04-30,86.38,Delivered
3685,215,2025-02-22,94.23,Returned
3686,946,2023-10-19,20.33,Delivered
3687,678,2025-02-06,38.57,Delivered
3688,490,2025-04-24,5.0,Delivered
3689,734,2025-06-28,57.27,Delivered
3690,522,2025-04-12,93.12,Delivered
3691,949,2025-02-06,79.02,Delivered
3692,66,2024-12-04,5.0,Delivered
3693,633,2025-04-28,71.26,Delivered
3694,46,2025-06-23,25.06,Delivered
3695,309,2025-06-15,88.4,Delivered
3696,48,2025-04-28,16.41,Delivered
3697,219,2024-07-04,114.32,Delivered
3698,19,2025-07-01,133.44,Delivered
3699,299,2024-10-20,84.87,Delivered
3700,674,2023-10-13,158.02,Delivered
3701,216,2024-11-03,85.5,Delivered
3702,128,2025-01-20,42.18,Delivered
3703,873,2024-03-20,67.89,Delivered
3704,425,2024-12-24,27.62,Delivered
3705,601,2025-02-13,19.89,Delivered
3706,990,2024-01-11,130.85,Returned
3707,507,2025-06-17,70.0,Delivered
3708,100,2025-06-22,114.25,Delivered
3709,324,2025-02-22,65.14,Delivered
3710,746,2024-05-09,59.48,Delivered
3711,754,2023-05-27,74.17,Returned
3712,979,2025-05-18,77.21,Returned
3713,813,2025-06-16,152.09,Delivered
3714,892,2024-11-14,70.76,Returned
3715,888,2025-06-24,82.69,Delivered
3716,261,2024-07-16,47.62,Delivered
3717,271,2023-12-09,37.34,Delivered
3718,961,2025-06-03,28.98,Delivered
3719,61,2023-07-28,101.38,Delivered
3720,641,2025-04-12,144.77,Delivered
3721,801,2024-07-10,62.76,Delivered
3722,423,2022-12-11,88.53,Delivered
3723,214,2023-02-25,99.69,Delivered
3724,372,2024-07-14,108.82,Returned
3725,891,2024-03-19,51.85,Delivered
3726,235,2025-04-07,61.6,Delivered
3727,61,2023-05-28,42.02,Cancelled
3728,913,2025-06-03,152.04,Cancelled
3729,748,2024-10-08,60.16,Delivered
3730,101,2023-04-26,78.73,Delivered
3731,790,2024-04-25,90.1,Delivered
3732,751,2025-01-09,84.42,Delivered
3733,254,2023-06-30,74.13,Delivered
3734,859,2025-04-26,69.55,Delivered
3735,590,2025-02-27,79.88,Delivered
3736,572,2025-01-15,24.81,Delivered
3737,362,2024-05-10,80.72,Delivered
3738,729,2024-11-22,51.27,Delivered
3739,263,2024-03-22,53.83,Delivered
3740,458,2025-06-27,79.34,Delivered
3741,218,2024-12-10,61.06,Delivered
3742,910,2025-02-12,57.21,Delivered
3743,399,2024-06-28,119.66,Delivered
3744,112,2025-06-07,12.32,Delivered
3745,124,2025-04-12,38.46,Returned
3746,827,2025-07-05,5.0,Delivered
3747,286,2024-11-30,7.82,Delivered
3748,561,2024-06-19,98.65,Delivered
3749,406,2025-05-11,60.29,Delivered
3750,917,2024-02-02,59.47,Delivered
3751,756,2024-12-19,60.9,Delivered
3752,668,2025-02-08,140.95,Delivered
3753,430,2024-03-04,50.63,Returned
3754,616,2025-04-01,5.0,Cancelled
3755,627,2025-01-19,54.39,Delivered
3756,488,2024-10-09,36.65,Delivered
3757,361,2024-04-11,100.25,Delivered
3758,106,2025-03-25,51.62,Delivered
3759,272,2024-04-13,49.3,Delivered
3760,99,2024-10-24,50.69,Delivered
3761,743,2025-02-14,5.0,Delivered
3762,19,2025-06-18,34.49,Delivered
3763,731,2024-06-19,35.36,Delivered
3764,240,2025-02-26,33.5,Cancelled
3765,45,2025-05-17,88.94,Delivered
3766,274,2023-01-07,60.07,Delivered
3767,493,2025-06-14,46.12,Returned
3768,128,2024-07-20,52.67,Returned
3769,624,2024-05-07,85.47,Delivered
3770,348,2024-08-17,98.72,Delivered
3771,185,2024-07-13,98.04,Delivered
3772,452,2024-04-26,75.59,Cancelled
3773,475,2024-09-08,101.56,Delivered
3774,491,2025-02-02,85.74,Delivered
3775,847,2023-07-06,5.0,Delivered
3776,764,2025-06-30,63.79,Delivered
3777,846,2024-12-04,78.57,Delivered
3778,427,2025-02-11,77.57,Delivered
3779,890,2025-04-18,5.0,Delivered
3780,187,2023-05-29,92.96,Cancelled
3781,890,2023-03-12,66.12,Delivered
3782,734,2025-03-10,100.51,Delivered
3783,748,2025-01-13,118.77,Delivered
3784,429,2024-11-05,95.02,Delivered
3785,388,2025-04-01,5.0,Delivered
3786,667,2025-02-27,73.41,Delivered
3787,273,2025-06-08,93.16,Delivered
3788,38,2024-08-19,83.9,Delivered
3789,513,2025-04-05,36.89,Delivered
3790,283,2024-12-30,75.79,Delivered
3791,990,2025-01-10,79.37,Delivered
3792,314,2024-12-10,5.0,Delivered
3793,384,2025-05-25,8.99,Delivered
3794,181,2024-12-06,116.53,Delivered
3795,783,2024-08-14,124.9,Delivered
3796,489,2024-04-29,109.27,Delivered
3797,36,2025-04-04,60.44,Delivered
3798,666,2024-12-08,39.04,Cancelled
3799,724,2025-03-17,52.7,Delivered
3800,671,2025-05-07,24.31,Delivered
3801,209,2025-07-02,73.35,Delivered
3802,270,2025-05-29,32.2,Delivered
3803,494,2023-05-21,89.58,Delivered
3804,885,2024-12-06,89.72,Delivered
3805,455,2025-02-10,95.45,Delivered
3806,58,2025-01-12,61.69,Delivered
3807,867,2024-07-14,85.15,Delivered
3808,228,2025-07-08,33.43,Delivered
3809,415,2024-03-20,5.0,Delivered
3810,59,2022-11-23,60.51,Delivered
3811,910,2024-06-24,59.71,Delivered
3812,921,2025-03-18,67.3,Delivered
3813,728,2025-04-28,29.01,Delivered
3814,90,2024-08-26,80.76,Delivered
3815,79,2025-02-21,102.69,Delivered
3816,952,2024-08-02,32.36,Cancelled
3817,624,2024-12-09,5.0,Delivered
3818,609,2025-07-12,81.49,Delivered
3819,46,2025-03-01,5.87,Delivered
3820,726,2024-12-17,5.0,Delivered
3821,874,2024-05-19,115.4,Delivered
3822,563,2025-06-27,5.0,Delivered
3823,157,2024-12-22,74.61,Delivered
3824,695,2024-07-06,39.61,Delivered
3825,645,2025-07-04,59.01,Delivered
3826,172,2025-05-08,5.0,Delivered
3827,70,2023-09-20,5.0,Cancelled
3828,817,2025-06-02,89.17,Delivered
3829,471,2024-06-11,59.86,Delivered
3830,875,2025-02-12,62.74,Delivered
3831,237,2025-03-27,66.21,Delivered
3832,775,2025-04-16,33.87,Delivered
3833,257,2024-11-19,49.81,Delivered
3834,718,2023-07-22,74.46,Delivered
3835,462,2024-08-03,43.44,Delivered
3836,337,2025-03-27,74.03,Delivered
3837,624,2024-11-13,66.12,Delivered
3838,585,2025-03-23,156.31,Returned
3839,407,2025-04-09,73.3,Delivered
3840,571,2025-06-24,81.86,Delivered
3841,473,2025-02-05,53.47,Returned
3842,95,2024-12-28,118.09,Delivered
3843,391,2024-09-25,5.0,Delivered
3844,180,2024-06-10,55.09,Delivered
3845,706,2025-07-09,27.66,Delivered
3846,276,2025-02-06,5.0,Delivered
3847,819,2023-11-28,105.47,Delivered
3848,484,2024-06-21,98.36,Delivered
3849,703,2024-04-10,39.21,Delivered
3850,355,2024-09-25,106.51,Delivered
3851,506,2023-02-16,73.05,Delivered
3852,83,2025-07-06,86.29,Delivered
3853,261,2023-10-21,88.28,Delivered
3854,486,2024-04-27,86.67,Delivered
3855,34,2023-06-03,114.91,Delivered
3856,565,2025-03-19,102.34,Returned
3857,411,2023-09-30,196.35,Delivered
3858,408,2025-06-12,108.61,Delivered
3859,556,2023-06-11,80.82,Delivered
3860,809,2023-10-01,23.71,Delivered
3861,839,2025-01-10,120.02,Delivered
3862,418,2025-03-18,83.96,Delivered
3863,940,2024-06-30,15.89,Delivered
3864,844,2023-05-23,57.81,Delivered
3865,253,2024-05-10,133.66,Delivered
3866,689,2024-03-11,73.47,Delivered
3867,867,2025-04-04,68.46,Returned
3868,425,2024-10-13,13.55,Delivered
3869,464,2025-05-18,119.63,Delivered
3870,261,2023-07-12,101.22,Delivered
3871,157,2025-04-10,57.27,Delivered
3872,577,2025-03-17,41.14,Cancelled
3873,15,2023-11-04,89.91,Delivered
3874,751,2024-12-24,69.39,Delivered
3875,935,2024-08-23,80.17,Delivered
3876,855,2025-07-12,21.74,Delivered
3877,619,2025-05-26,96.21,Returned
3878,80,2025-07-04,5.0,Delivered
3879,115,2024-01-11,20.56,Delivered
3880,991,2025-07-10,95.03,Delivered
3881,690,2023-12-07,81.91,Delivered
3882,231,2025-01-14,154.99,Delivered
3883,290,2025-03-21,119.37,Returned
3884,507,2025-07-05,74.77,Delivered
3885,143,2025-06-14,80.1,Delivered
3886,395,2022-10-08,85.01,Cancelled
3887,639,2024-11-10,19.23,Delivered
3888,786,2024-10-17,5.0,Delivered
3889,388,2025-04-18,53.91,Cancelled
3890,747,2025-01-04,99.91,Cancelled
3891,639,2025-01-08,86.45,Delivered
3892,26,2023-10-03,31.16,Delivered
3893,520,2024-09-23,33.62,Delivered
3894,919,2025-02-14,82.58,Delivered
3895,457,2025-07-14,25.22,Returned
3896,649,2025-01-07,83.41,Delivered
3897,193,2025-02-07,97.63,Cancelled
3898,882,2025-07-01,52.28,Delivered
3899,243,2025-07-09,91.91,Delivered
3900,967,2024-12-14,70.74,Delivered
3901,652,2025-07-05,55.68,Delivered
3902,70,2025-05-27,56.35,Delivered
3903,779,2025-06-08,44.35,Delivered
3904,196,2024-08-17,84.19,Delivered
3905,854,2024-11-01,94.78,Delivered
3906,193,2023-01-25,82.9,Delivered
3907,33,2025-06-18,105.16,Delivered
3908,39,2024-08-12,51.56,Returned
3909,525,2025-03-19,43.74,Delivered
3910,598,2025-03-13,102.08,Delivered
3911,727,2025-04-16,120.36,Returned
3912,285,2024-10-16,111.45,Delivered
3913,362,2025-05-24,98.92,Delivered
3914,550,2025-06-11,69.15,Delivered
3915,947,2023-07-24,68.4,Cancelled
3916,328,2024-11-11,40.64,Returned
3917,731,2023-09-25,154.95,Delivered
3918,249,2024-07-16,142.78,Delivered
3919,298,2025-01-25,63.13,Delivered
3920,751,2025-01-30,72.72,Delivered
3921,749,2025-02-17,47.31,Delivered
3922,735,2024-11-20,70.14,Delivered
3923,325,2023-12-21,33.72,Delivered
3924,807,2024-12-16,98.11,Delivered
3925,332,2024-02-29,72.67,Returned
3926,682,2025-03-20,74.25,Delivered
3927,392,2025-05-19,86.24,Delivered
3928,785,2023-06-04,85.32,Delivered
3929,716,2023-02-06,24.13,Returned
3930,193,2023-12-19,69.45,Delivered
3931,428,2025-06-22,48.03,Delivered
3932,114,2024-06-07,5.0,Delivered
3933,664,2023-03-08,143.94,Delivered
3934,470,2022-11-05,108.58,Returned
3935,445,2025-05-23,60.28,Delivered
3936,564,2025-03-14,48.62,Delivered
3937,633,2025-04-08,28.47,Returned
3938,503,2025-06-25,5.0,Cancelled
3939,976,2025-02-01,99.01,Delivered
3940,657,2025-05-19,94.52,Returned
3941,626,2025-05-18,100.34,Delivered
3942,919,2024-12-05,30.67,Delivered
3943,879,2024-08-20,67.63,Delivered
3944,452,2024-04-18,84.73,Delivered
3945,394,2025-01-08,66.41,Delivered
3946,731,2023-10-10,90.77,Returned
3947,461,2023-11-29,120.49,Delivered
3948,811,2024-06-16,120.11,Cancelled
3949,3,2025-01-24,46.44,Delivered
3950,156,2025-05-22,99.34,Delivered
3951,283,2025-07-08,56.06,Cancelled
3952,885,2024-05-17,128.15,Delivered
3953,984,2024-03-07,58.73,Returned
3954,603,2024-08-01,117.92,Delivered
3955,151,2025-05-29,14.17,Delivered
3956,245,2024-01-26,141.86,Delivered
3957,39,2025-04-14,87.57,Delivered
3958,868,2024-05-27,20.37,Delivered
3959,212,2023-04-02,157.44,Delivered
3960,150,2025-04-09,12.04,Delivered
3961,238,2025-06-28,83.95,Delivered
3962,185,2023-10-08,73.27,Returned
3963,653,2024-12-08,137.83,Returned
3964,570,2025-04-20,63.6,Delivered
3965,618,2022-12-04,98.64,Cancelled
3966,482,2024-08-09,106.13,Cancelled
3967,58,2024-08-04,5.0,Delivered
3968,174,2025-07-11,61.43,Delivered
3969,512,2024-12-27,153.36,Returned
3970,124,2024-12-28,51.35,Cancelled
3971,664,2024-06-28,34.88,Delivered
3972,504,2024-08-06,36.0,Delivered
3973,7,2023-10-01,72.93,Returned
3974,938,2024-09-20,8.05,Delivered
3975,454,2025-03-22,71.41,Delivered
3976,164,2024-09-22,152.98,Delivered
3977,702,2025-07-11,67.74,Cancelled
3978,798,2025-03-08,86.81,Delivered
3979,72,2024-05-13,72.23,Returned
3980,698,2025-01-10,67.06,Delivered
3981,661,2025-06-30,60.22,Delivered
3982,751,2025-02-09,16.16,Delivered
3983,333,2025-06-09,40.02,Returned
3984,672,2024-09-28,115.85,Delivered
3985,924,2024-11-29,37.24,Delivered
3986,344,2025-04-28,47.2,Delivered
3987,577,2024-05-25,137.59,Delivered
3988,138,2025-05-03,51.34,Delivered
3989,119,2023-08-13,84.02,Delivered
3990,138,2025-05-27,14.86,Delivered
3991,644,2025-01-15,12.39,Delivered
3992,435,2025-02-25,102.99,Delivered
3993,610,2024-05-29,149.8,Cancelled
3994,607,2025-01-19,49.56,Returned
3995,512,2023-05-31,107.51,Delivered
3996,290,2025-05-08,77.28,Delivered
3997,176,2025-01-03,95.4,Delivered
3998,712,2025-05-19,19.41,Delivered
3999,819,2024-05-26,119.48,Delivered
4000,48,2025-04-24,133.49,Returned
4001,300,2024-04-22,125.49,Delivered
4002,783,2023-09-19,138.92,Delivered
4003,499,2025-05-12,174.31,Delivered
4004,911,2025-06-16,40.79,Delivered
4005,788,2025-02-15,47.47,Delivered
4006,590,2025-01-07,112.78,Delivered
4007,142,2024-11-01,45.73,Delivered
4008,930,2023-12-19,108.93,Cancelled
4009,314,2024-02-08,151.6,Delivered
4010,524,2025-01-10,87.54,Delivered
4011,266,2024-10-02,53.76,Delivered
4012,262,2022-12-29,117.92,Delivered
4013,888,2025-05-09,119.1,Delivered
4014,253,2024-11-01,91.92,Returned
4015,1000,2025-04-09,107.12,Delivered
4016,534,2025-01-14,56.34,Delivered
4017,561,2023-09-17,36.91,Delivered
4018,837,2024-01-14,157.37,Delivered
4019,249,2024-12-03,36.66,Delivered
4020,927,2025-06-05,34.46,Returned
4021,204,2023-09-21,60.22,Delivered
4022,817,2025-03-13,62.76,Returned
4023,516,2025-05-17,51.74,Delivered
4024,633,2025-04-01,78.34,Delivered
4025,727,2025-07-05,101.75,Delivered
4026,401,2024-03-18,113.56,Delivered
4027,577,2024-10-09,109.52,Delivered
4028,97,2025-02-08,68.34,Delivered
4029,746,2023-07-16,68.19,Delivered
4030,467,2025-05-24,60.61,Delivered
4031,783,2024-10-23,126.5,Delivered
4032,250,2025-01-18,73.37,Delivered
4033,529,2025-07-13,94.61,Delivered
4034,40,2025-07-06,70.73,Delivered
4035,519,2025-01-09,128.67,Delivered
4036,225,2025-06-11,41.19,Delivered
4037,29,2024-08-20,56.98,Delivered
4038,127,2024-03-27,65.94,Delivered
4039,23,2024-04-09,5.0,Delivered
4040,404,2024-08-19,101.2,Delivered
4041,259,2025-05-02,92.03,Delivered
4042,724,2025-03-26,116.76,Delivered
4043,222,2025-04-20,60.85,Delivered
4044,673,2025-05-06,172.38,Delivered
4045,902,2023-06-28,103.17,Delivered
4046,233,2024-02-13,76.85,Delivered
4047,313,2025-06-21,54.04,Delivered
4048,400,2023-01-21,60.62,Delivered
4049,50,2023-10-15,107.86,Delivered
4050,863,2024-12-25,43.13,Delivered
4051,99,2024-10-30,59.97,Delivered
4052,467,2025-05-18,29.5,Delivered
4053,881,2024-03-29,65.12,Delivered
4054,401,2025-03-05,112.85,Delivered
4055,79,2024-10-30,99.4,Returned
4056,50,2024-09-30,47.4,Delivered
4057,597,2025-01-12,38.82,Delivered
4058,865,2023-08-13,75.57,Delivered
4059,871,2025-02-18,114.86,Delivered
4060,758,2024-12-26,88.54,Delivered
4061,178,2025-01-15,12.7,Delivered
4062,10,2025-01-01,100.91,Delivered
4063,717,2024-04-16,44.67,Delivered
4064,455,2024-08-14,5.0,Delivered
4065,375,2024-02-19,106.15,Delivered
4066,252,2025-06-27,74.27,Delivered
4067,240,2024-06-16,143.3,Delivered
4068,504,2025-05-24,65.31,Cancelled
4069,958,2025-05-04,122.15,Delivered
4070,853,2025-02-21,31.24,Delivered
4071,541,2023-09-21,83.57,Delivered
4072,365,2024-11-22,29.4,Delivered
4073,955,2024-07-01,78.06,Delivered
4074,740,2025-07-09,90.07,Delivered
4075,813,2025-05-04,106.84,Returned
4076,469,2025-04-24,109.49,Delivered
4077,685,2025-02-08,67.22,Returned
4078,888,2025-04-28,62.19,Delivered
4079,784,2025-07-09,99.18,Delivered
4080,602,2023-12-29,101.88,Returned
4081,830,2024-09-15,49.6,Delivered
4082,221,2024-10-13,153.04,Delivered
4083,27,2025-02-14,125.05,Returned
4084,735,2023-08-04,27.31,Delivered
4085,466,2025-02-17,110.68,Delivered
4086,173,2024-10-07,68.03,Delivered
4087,820,2025-05-31,49.84,Delivered
4088,388,2025-01-06,99.21,Delivered
4089,339,2024-03-18,74.82,Delivered
4090,207,2025-06-21,53.16,Cancelled
4091,528,2025-02-14,94.05,Cancelled
4092,885,2024-05-26,106.49,Delivered
4093,234,2025-06-11,5.0,Delivered
4094,807,2023-12-28,159.43,Delivered
4095,330,2023-05-07,83.13,Cancelled
4096,175,2023-09-12,78.33,Delivered
4097,314,2024-08-23,5.0,Cancelled
4098,983,2025-06-29,47.69,Delivered
4099,37,2024-12-02,128.62,Delivered
4100,597,2025-06-27,84.25,Delivered
4101,878,2024-04-10,77.62,Returned
4102,173,2023-05-01,22.27,Returned
4103,299,2024-12-19,82.05,Delivered
4104,748,2024-12-17,48.12,Delivered
4105,308,2025-03-31,82.85,Delivered
4106,753,2024-08-06,143.9,Delivered
4107,644,2023-10-01,80.19,Delivered
4108,922,2025-02-04,71.54,Delivered
4109,724,2025-06-12,112.33,Returned
4110,867,2024-08-01,106.03,Delivered
4111,784,2025-04-30,135.56,Delivered
4112,422,2025-07-13,34.49,Delivered
4113,722,2025-06-20,99.23,Delivered
4114,533,2025-01-22,34.28,Delivered
4115,166,2024-11-09,61.2,Delivered
4116,35,2023-09-20,102.09,Delivered
4117,650,2024-06-21,86.19,Delivered
4118,911,2025-03-08,80.53,Returned
4119,269,2024-04-21,133.42,Returned
4120,240,2023-09-07,93.51,Delivered
4121,275,2025-04-02,91.5,Delivered
4122,906,2025-05-03,34.49,Delivered
4123,807,2024-07-24,85.49,Delivered
4124,992,2025-06-05,125.43,Delivered
4125,202,2025-05-19,40.25,Delivered
4126,943,2025-02-17,131.86,Delivered
4127,412,2025-02-07,66.24,Delivered
4128,709,2025-07-12,99.79,Delivered
4129,620,2024-06-28,43.3,Delivered
4130,384,2023-07-08,108.55,Delivered
4131,330,2023-11-19,44.66,Delivered
4132,377,2024-05-31,71.09,Delivered
4133,806,2023-12-09,75.9,Delivered
4134,979,2025-04-29,74.33,Delivered
4135,453,2025-02-08,60.43,Returned
4136,569,2025-04-11,57.88,Delivered
4137,859,2024-05-03,50.3,Delivered
4138,336,2024-12-02,46.8,Delivered
4139,70,2024-04-24,6.57,Returned
4140,972,2024-08-27,5.0,Returned
4141,117,2024-09-14,136.6,Delivered
4142,363,2024-09-25,126.04,Delivered
4143,664,2025-05-22,24.09,Delivered
4144,593,2025-07-02,30.91,Delivered
4145,759,2025-06-05,69.24,Delivered
4146,686,2024-11-10,80.25,Delivered
4147,918,2025-07-12,44.58,Delivered
4148,370,2025-05-03,30.3,Returned
4149,694,2023-07-11,11.78,Delivered
4150,270,2025-03-26,41.16,Cancelled
4151,251,2024-02-27,9.56,Delivered
4152,567,2024-11-08,100.83,Delivered
4153,966,2025-06-27,56.14,Delivered
4154,272,2024-02-23,66.64,Delivered
4155,869,2025-05-04,107.87,Delivered
4156,874,2025-06-08,82.69,Delivered
4157,846,2024-05-18,119.62,Delivered
4158,695,2025-06-24,5.0,Delivered
4159,747,2024-12-07,12.7,Delivered
4160,324,2024-12-09,35.62,Delivered
4161,626,2023-07-02,96.45,Returned
4162,376,2023-04-01,147.1,Delivered
4163,470,2023-05-01,99.12,Delivered
4164,779,2025-06-15,82.59,Delivered
4165,661,2025-03-26,56.17,Delivered
4166,95,2025-01-07,31.11,Delivered
4167,644,2025-07-04,72.97,Delivered
4168,480,2024-08-23,52.99,Returned
4169,746,2023-02-20,58.55,Returned
4170,812,2023-08-24,85.13,Delivered
4171,669,2025-05-23,139.75,Delivered
4172,205,2025-05-22,61.68,Delivered
4173,333,2025-04-04,118.6,Delivered
4174,872,2023-10-12,127.62,Delivered
4175,474,2024-05-05,28.62,Delivered
4176,686,2025-02-23,51.91,Returned
4177,423,2023-09-11,94.18,Delivered
4178,249,2024-11-24,108.48,Delivered
4179,207,2025-07-06,115.11,Delivered
4180,391,2024-08-25,67.08,Delivered
4181,229,2025-05-10,94.95,Delivered
4182,846,2024-06-13,49.16,Delivered
4183,440,2025-03-29,9.77,Delivered
4184,714,2024-06-09,170.21,Delivered
4185,179,2023-10-29,26.52,Delivered
4186,406,2025-03-28,80.65,Delivered
4187,569,2023-07-02,81.84,Returned
4188,313,2025-06-06,139.04,Delivered
4189,276,2025-02-17,22.27,Delivered
4190,595,2024-10-18,45.6,Delivered
4191,412,2025-05-16,101.72,Returned
4192,46,2024-04-10,154.19,Delivered
4193,682,2025-04-15,116.7,Delivered
4194,578,2024-11-28,131.86,Delivered
4195,782,2023-10-28,32.83,Delivered
4196,720,2023-05-29,101.61,Delivered
4197,433,2025-03-07,66.97,Delivered
4198,593,2025-07-04,88.48,Cancelled
4199,141,2024-07-16,5.0,Returned
4200,844,2022-08-24,94.07,Delivered
4201,717,2024-05-31,61.93,Delivered
4202,585,2023-09-18,33.79,Delivered
4203,518,2025-06-07,85.76,Delivered
4204,917,2024-04-06,97.61,Delivered
4205,446,2025-02-24,124.38,Delivered
4206,154,2024-08-28,79.58,Delivered
4207,905,2024-05-13,115.54,Delivered
4208,618,2025-03-21,131.72,Returned
4209,948,2024-08-01,82.73,Delivered
4210,267,2025-04-07,71.68,Delivered
4211,851,2024-01-13,83.03,Delivered
4212,596,2025-04-29,46.53,Delivered
4213,551,2024-12-01,85.74,Delivered
4214,59,2024-03-05,70.41,Delivered
4215,116,2025-06-11,69.08,Cancelled
4216,281,2023-07-30,62.7,Delivered
4217,180,2024-08-08,127.24,Delivered
4218,726,2025-06-21,75.74,Delivered
4219,619,2025-05-19,55.63,Delivered
4220,97,2023-04-24,141.33,Delivered
4221,152,2025-06-27,176.42,Delivered
4222,514,2024-05-29,15.17,Delivered
4223,557,2025-04-11,92.0,Delivered
4224,249,2025-04-28,73.71,Delivered
4225,623,2024-03-02,96.31,Delivered
4226,907,2024-12-17,103.85,Delivered
4227,305,2024-11-24,58.94,Delivered
4228,893,2025-06-24,96.01,Delivered
4229,24,2025-06-03,95.88,Delivered
4230,918,2025-07-14,92.86,Delivered
4231,517,2025-04-15,172.67,Delivered
4232,343,2025-03-03,47.33,Delivered
4233,54,2025-06-22,72.77,Delivered
4234,682,2025-06-14,50.56,Delivered
4235,976,2024-10-29,96.89,Cancelled
4236,331,2023-09-05,67.47,Delivered
4237,652,2024-12-28,161.7,Returned
4238,753,2025-06-01,78.13,Delivered
4239,735,2024-12-29,103.29,Delivered
4240,648,2023-10-18,91.42,Returned
4241,474,2025-01-10,150.13,Delivered
4242,567,2025-02-05,123.16,Delivered
4243,643,2025-05-19,73.48,Delivered
4244,441,2025-07-13,65.29,Returned
4245,814,2025-03-04,5.0,Delivered
4246,229,2025-04-05,95.4,Delivered
4247,292,2024-04-23,68.04,Delivered
4248,496,2024-09-20,128.79,Delivered
4249,184,2025-06-29,45.48,Delivered
4250,281,2025-07-01,69.45,Delivered
4251,177,2025-05-03,121.14,Delivered
